ORDER_ID,PROFILE_ID,SUBMITTED_DATE,TAXONOMY_0,Hour
242678696,458802036,8/10/2017 8:43,Health & Beauty,8
243658850,1111274,8/18/2017 11:53,Home & Kitchen,11
244031262,163327978,8/17/2017 17:56,Sports & Fitness,17
244041496,1125457,9/7/2017 12:56,Phones & Tabs,12
244832095,158535338,8/21/2017 10:24,Home & Kitchen,10
245937049,158535338,8/26/2017 14:25,Home & Kitchen,14
247062950,1055138,8/31/2017 18:21,Sports & Fitness,18
249224603,158535338,9/11/2017 12:02,Home & Kitchen,12
249469527,158535338,9/12/2017 14:39,0,14
254697943,1052603,11/1/2017 8:22,Other,8
255493327,251128517,10/12/2017 12:00,Home & Kitchen,12
255497491,158535338,10/12/2017 13:14,Home & Kitchen,13
256879350,464508913,1/3/2018 17:09,Home & Kitchen,17
257955027,479806115,10/21/2017 11:39,Electronics,11
258304001,285726543,11/6/2017 14:00,Home & Kitchen,14
258713368,436616271,10/24/2017 11:08,Home & Kitchen,11
258724568,158535338,10/24/2017 15:06,Home & Kitchen,15
259084224,233382164,10/29/2017 15:15,Home & Kitchen,15
260287328,163327978,10/31/2017 13:13,Electronics,13
260546136,158535338,11/1/2017 13:42,Home & Kitchen,13
261856327,484621148,11/7/2017 16:13,Other,16
263693066,334066656,11/15/2017 11:10,Home & Kitchen,11
263920260,158535338,11/16/2017 11:52,Health & Beauty,11
265240217,158535338,11/21/2017 17:03,Home & Kitchen,17
265863487,489745269,11/24/2017 12:10,Health & Beauty,12
266146517,490133655,11/25/2017 15:42,Electronics,15
266853304,141322227,11/28/2017 15:10,Home & Kitchen,15
267086773,491328715,11/29/2017 10:42,Home & Kitchen,10
267157782,158535338,11/29/2017 14:14,Home & Kitchen,14
267796560,492271511,12/1/2017 19:17,Fashion,19
268084416,203032299,12/2/2017 18:33,0,18
268348544,1124689,12/3/2017 18:00,Electronics,18
269143562,493883606,12/6/2017 9:36,Electronics,9
272070916,1050781,12/21/2017 19:57,Home & Kitchen,19
272648024,498384009,12/19/2017 22:53,Home & Kitchen,22
272778932,498564464,12/20/2017 13:47,Electronics,13
274142556,158535338,12/27/2017 8:14,Home & Kitchen,8
274266337,145447685,12/27/2017 15:20,Electronics,15
274747987,478590114,12/29/2017 11:41,Other,11
274758189,500992522,12/29/2017 12:27,Electronics,12
274782767,1146600,12/29/2017 13:52,Electronics,13
274782767,1146600,12/29/2017 13:52,Home & Kitchen,13
274794254,1109782,12/29/2017 14:20,Home & Kitchen,14
274806208,501063289,12/29/2017 15:26,Home & Kitchen,15
274821295,501064505,12/29/2017 16:57,Home & Kitchen,16
275266045,441954860,12/31/2017 17:22,Home & Kitchen,17
275678267,502116314,1/2/2018 15:55,Home & Kitchen,15
275962648,158535338,1/4/2018 8:10,Home & Kitchen,8
277279602,158535338,1/10/2018 13:23,0,13
277320761,1111476,1/12/2018 11:07,0,11
281347358,1098466,1/28/2018 17:34,Electronics,17
283193967,217888301,2/5/2018 10:18,Home & Kitchen,10
283446167,512062387,2/6/2018 13:15,0,13
283974198,158535338,2/8/2018 16:31,Other,16
284419428,479529253,2/10/2018 12:31,Electronics,12
284440876,513244993,2/10/2018 14:20,0,14
285876136,1182038,2/20/2018 18:14,Home & Kitchen,18
287929077,517418779,2/23/2018 13:39,Home & Kitchen,13
288712426,158535338,2/26/2018 9:58,Electronics,9
180651399,107844556,8/12/2017 20:42,0,20
207186703,406914627,9/13/2017 7:00,0,7
213857890,1052973,10/24/2017 19:47,Electronics,19
220125037,1121064,11/19/2017 11:46,Electronics,11
234025250,1073838,8/26/2017 0:41,Other,0
234799712,1059081,10/13/2017 23:35,0,23
240664233,244371439,8/3/2017 19:29,0,19
242383106,158535338,8/8/2017 15:45,Home & Kitchen,15
243733833,457085549,8/16/2017 11:52,Home & Kitchen,11
244251677,1053174,8/18/2017 16:41,Home & Kitchen,16
244737850,442695016,8/29/2017 8:12,Health & Beauty,8
246527680,464036802,9/12/2017 9:13,Home & Kitchen,9
246747759,268928225,8/30/2017 9:34,Phones & Tabs,9
246797651,464436207,8/30/2017 13:04,Other,13
246800779,454477324,8/30/2017 13:40,Electronics,13
247019726,1158072,11/27/2017 9:54,Music,9
247710684,1116515,10/17/2017 20:58,Baby & Kids,20
247800659,457085549,9/4/2017 11:59,Health & Beauty,11
249266815,467992161,9/11/2017 12:37,Other,12
249663656,163430452,9/14/2017 10:20,Electronics,10
249900345,423452055,9/14/2017 14:36,Other,14
250607423,469879728,9/18/2017 12:54,Electronics,12
252005477,472023954,9/26/2017 17:49,Other,17
252005477,472023954,9/26/2017 17:49,Other,17
253540152,1106979,10/3/2017 22:10,Health & Beauty,22
253568697,474184390,10/4/2017 1:02,Phones & Tabs,1
253681003,258901039,10/4/2017 14:19,Home & Kitchen,14
255449122,174152054,10/12/2017 11:27,0,11
255858229,265258277,11/6/2017 10:58,Home & Kitchen,10
256092356,248777102,10/16/2017 13:28,0,13
256588222,145447685,10/16/2017 15:44,Electronics,15
256905099,158535338,10/17/2017 15:04,Home & Kitchen,15
258230983,480128551,10/22/2017 13:20,Home & Kitchen,13
258431870,158535338,10/23/2017 14:58,Home & Kitchen,14
262479236,158535338,11/10/2017 11:52,Home & Kitchen,11
262552624,234303559,11/24/2017 17:16,Electronics,17
263636771,158535338,11/15/2017 11:11,0,11
265857800,489732573,11/24/2017 11:19,Other,11
266227042,1057610,11/25/2017 22:57,Fashion,22
266400669,490427256,11/26/2017 19:06,Phones & Tabs,19
266892688,71011772,11/28/2017 17:29,Other,17
268671399,493312212,12/4/2017 18:01,Home & Kitchen,18
268894937,1068873,12/5/2017 12:00,0,12
268916522,1177899,12/20/2017 19:08,0,19
268938816,1087205,12/27/2017 14:48,Electronics,14
271447799,158535338,12/15/2017 10:43,Home & Kitchen,10
272493761,234301628,2/26/2018 14:04,Electronics,14
273440311,499359580,12/23/2017 21:40,Baby & Kids,21
274213290,1101825,1/2/2018 11:55,0,11
274496860,500650023,12/28/2017 13:03,0,13
274794932,501054110,12/29/2017 15:02,Home & Kitchen,15
274972301,501230727,12/30/2017 11:28,Electronics,11
274972512,369971932,12/30/2017 11:14,0,11
275016387,501287703,12/30/2017 15:18,Electronics,15
276033592,1088880,1/4/2018 12:13,Other,12
276830253,158535338,1/8/2018 11:01,Home & Kitchen,11
278628631,175149919,1/15/2018 19:54,Home & Kitchen,19
278828316,158535338,1/16/2018 23:26,0,23
278828870,158535338,1/17/2018 15:47,Home & Kitchen,15
280231415,507909569,1/23/2018 12:35,0,12
280958280,508866519,1/26/2018 19:26,Health & Beauty,19
281185366,509127472,1/27/2018 20:45,Home & Kitchen,20
281299267,509270213,1/28/2018 12:06,Home & Kitchen,12
281345096,492594249,1/28/2018 18:04,Home & Kitchen,18
281350127,506775056,1/28/2018 17:58,0,17
284529199,1143084,2/15/2018 16:34,Home & Kitchen,16
288208538,517764957,2/24/2018 14:24,Home & Kitchen,14
288710013,1111488,2/26/2018 11:22,Home & Kitchen,11
342325,1129987,1/8/2018 23:36,Electronics,23
59919195,1084221,12/29/2017 15:31,0,15
65783667,76167835,12/9/2017 12:48,Electronics,12
111231092,55369683,10/18/2017 16:41,Home & Kitchen,16
149246125,42942244,11/18/2017 14:18,Brands,14
199174186,378906441,8/7/2017 19:56,Baby & Kids,19
200991629,1082070,2/3/2018 16:12,Home & Kitchen,16
225280748,1182010,12/17/2017 8:42,Electronics,8
233314260,181638500,12/2/2017 11:47,Home & Kitchen,11
241267984,158535338,8/3/2017 12:27,Home & Kitchen,12
241764062,375295863,8/4/2017 22:21,Home & Kitchen,22
243805505,362486870,8/16/2017 15:22,Other,15
243834658,458386576,9/7/2017 14:24,Home & Kitchen,14
244108306,460800782,8/23/2017 1:21,Baby & Kids,1
245282975,462386060,8/23/2017 14:17,Electronics,14
246289073,375295863,8/28/2017 7:08,Electronics,7
247543620,245877419,10/17/2017 19:13,Home & Kitchen,19
247881190,158535338,9/4/2017 15:53,0,15
249323552,468075633,9/13/2017 9:11,Other,9
249921388,468923002,9/14/2017 17:09,Home & Kitchen,17
249923012,462689481,9/14/2017 16:47,0,16
249927113,468924640,9/14/2017 17:36,Other,17
249927113,468924640,9/14/2017 17:36,Other,17
250308383,1069096,10/19/2017 13:10,Other,13
250440503,459173559,9/17/2017 12:50,0,12
250817846,1157697,9/19/2017 15:04,Other,15
250920839,158535338,9/20/2017 12:08,0,12
252117750,294372052,12/14/2017 21:57,Other,21
252569194,472824754,9/29/2017 11:48,Home & Kitchen,11
252581793,472871530,9/29/2017 15:02,Electronics,15
252801549,473130919,9/30/2017 13:43,Other,13
253713094,158535338,10/4/2017 16:44,Home & Kitchen,16
253731974,85038295,10/4/2017 18:44,Home & Kitchen,18
257372507,158535338,10/19/2017 11:26,Home & Kitchen,11
257787609,479541197,10/20/2017 19:37,Electronics,19
258220635,480136148,10/22/2017 12:20,Home & Kitchen,12
260349384,41848649,10/31/2017 17:07,Other,17
261211526,1113021,2/15/2018 16:02,Home & Kitchen,16
263966432,469806831,11/17/2017 15:42,Phones & Tabs,15
264184791,158535338,11/17/2017 15:43,Home & Kitchen,15
265762589,1084756,2/11/2018 0:29,Home & Kitchen,0
265902044,1050324,11/25/2017 18:37,Home & Kitchen,18
266648070,158535338,11/27/2017 17:09,Home & Kitchen,17
267866394,1126917,12/1/2017 23:51,0,23
268322274,492870314,12/3/2017 15:21,Health & Beauty,15
268360615,492939770,12/3/2017 18:51,Home & Kitchen,18
271286418,158535338,12/14/2017 13:21,Electronics,13
271574187,38414545,1/5/2018 16:50,0,16
272729783,158535338,12/20/2017 15:42,Home & Kitchen,15
272793674,234344316,2/3/2018 15:25,Electronics,15
274200676,500316511,12/27/2017 10:01,Electronics,10
274992331,501282901,12/30/2017 12:46,0,12
276652576,503352195,1/7/2018 11:32,Electronics,11
277393196,504276621,1/10/2018 15:55,Home & Kitchen,15
279209622,1177499,1/18/2018 11:56,Electronics,11
281150677,509084157,1/27/2018 17:42,Electronics,17
281167937,509141974,1/27/2018 19:30,Home & Kitchen,19
281491162,126559142,1/29/2018 11:28,Other,11
282810936,511275047,2/3/2018 14:52,Phones & Tabs,14
284080016,512799205,2/9/2018 2:12,Home & Kitchen,2
288584427,119932018,2/25/2018 21:52,0,21
139332951,214304464,9/9/2017 12:41,Sports & Fitness,12
195345545,1109731,10/22/2017 21:34,Electronics,21
195345545,1109731,10/22/2017 21:34,Electronics,21
197663888,86104361,12/2/2017 0:43,Other,0
205342749,286612921,8/7/2017 14:53,Health & Beauty,14
230222663,208034015,10/14/2017 21:00,Other,21
234559932,1104000,8/19/2017 14:54,Electronics,14
235410372,1111597,9/21/2017 14:12,0,14
235601235,1144935,9/15/2017 11:09,Health & Beauty,11
242383099,158535338,8/8/2017 15:45,Home & Kitchen,15
242651719,158535338,8/10/2017 10:50,Home & Kitchen,10
242885623,158535338,8/11/2017 16:05,0,16
246286731,457085549,8/28/2017 12:46,0,12
246348328,463751211,8/28/2017 13:10,Health & Beauty,13
246590210,464118766,8/29/2017 15:08,Home & Kitchen,15
247024331,457948969,8/31/2017 14:37,Electronics,14
247070264,436149322,9/1/2017 12:59,Other,12
247070264,436149322,9/1/2017 12:59,Other,12
248102737,466264529,9/6/2017 19:40,Other,19
249515676,468289055,9/12/2017 16:07,Other,16
249515676,468289055,9/12/2017 16:07,Other,16
249515676,468289055,9/12/2017 16:07,Other,16
249663525,158535338,9/13/2017 10:39,Sports & Fitness,10
249711991,158535338,9/13/2017 15:41,Home & Kitchen,15
250641410,158535338,9/18/2017 16:47,Home & Kitchen,16
250784202,158535338,9/19/2017 11:39,0,11
251128408,158535338,9/21/2017 13:21,Home & Kitchen,13
251630501,14868062,9/24/2017 12:54,Electronics,12
252127407,472151374,9/28/2017 16:07,Home & Kitchen,16
